-5.2
-0.2
2.1
-3.5
-4.5
-2.7
-2.9
-4.5
-4.1
0.7
0.9
-2.5
-3.1
3.3
0.3
-5.1
-7.1
-9.1
-6.5
-4.8
-6.1
-6.1
-9.7
-12.9
-11.5
-4.1
-2.3
-3.9
-4
-10.7
-14.3
